sku,title,URL,price,upc,discount
#36852,Velvet Pillow - Home,https://wholesale.primitivesbykathy.com/velvet-pillow-home-36852,$11.50,883504368520,$10.35
#34411,Bottle Tag - Color Drunk,https://wholesale.primitivesbykathy.com/bottle-tag-color-drunk-34411,$2.00,883504344111,$1.12
#27249,Box Sign - Battle of Wits,https://wholesale.primitivesbykathy.com/box-sign-battle-of-wits-27249,$4.00,883504272490,$3.60
#27585,Ornament - Happy Camper,https://wholesale.primitivesbykathy.com/ornament-happy-camper-27585,$2.00,883504275859,$1.80
#35506,Dish Towel - Honey Is Where Your Honey Is,https://wholesale.primitivesbykathy.com/dish-towel-honey-is-where-your-honey-is-35506,$4.00,883504355063,$3.60
#35507,Dish Towel - Life Is Better When You're Laughing,https://wholesale.primitivesbykathy.com/dish-towel-life-is-better-when-youre-laughing-35507,$4.00,883504355070,$3.60
#25161,Box Sign - Best Moms Get Promoted To Grandma,https://wholesale.primitivesbykathy.com/box-sign-best-moms-get-promoted-to-grandma-25161,$5.00,883504251617,$4.50
#39336,Bottle Tag - Thanks You're Hosting Instead Of Me,https://wholesale.primitivesbykathy.com/bottle-tag-thanks-youre-hosting-instead-of-me-39336,$6.50,883504393362,$1.57
#29772,Small American Flag,https://wholesale.primitivesbykathy.com/small-american-flag-29772,$1.00,883504297721,$0.90
#22395,Bottle Tag - Wine Talking,https://wholesale.primitivesbykathy.com/bottle-tag-wine-talking-22395,$1.75,883504223959,$1.57
#31598,Bottle Tag - Pour Some Wine,https://wholesale.primitivesbykathy.com/bottle-tag-pour-some-wine-31598,$6.50,883504315982,$1.57
#25392,Mug - Freaking Love You,https://wholesale.primitivesbykathy.com/mug-freaking-love-you-25392,$6.50,883504253925,$5.85
#39757,Dish Towel - Joy To The World,https://wholesale.primitivesbykathy.com/dish-towel-joy-to-the-world-39757,$4.00,883504397575,$3.60
#35267,Ornament - God Bless America,https://wholesale.primitivesbykathy.com/ornament-god-bless-america-35267,$1.50,883504352673,$1.35
#100623,Ornament - Christmas Corgi,https://wholesale.primitivesbykathy.com/ornament-christmas-corgi-100623,$2.50,190134006235,$2.25
#35009,Wooden Postcard - Dreaming,https://wholesale.primitivesbykathy.com/wooden-postcard-dreaming-35009,$4.50,883504350099,$1.57
#32984,Dish Towel - We Go Together Like Coffee & Donuts,https://wholesale.primitivesbykathy.com/dish-towel-we-go-together-like-coffee-donuts-32984,$4.00,883504329842,$3.60
#39615,List Notepad - Off To Market,https://wholesale.primitivesbykathy.com/list-notepad-off-to-market-39615,$1.75,883504396158,$1.57
#32744,Dish Towel - Stars & Stripes 2,https://wholesale.primitivesbykathy.com/dish-towel-stars-stripes-2-32744,$4.50,883504327442,$4.05
#24553,Dish Towel - Fat Pants,https://wholesale.primitivesbykathy.com/dish-towel-fat-pants-24553,$4.00,883504245531,$3.60
#18745,Box Sign - Kids Have Paws,https://wholesale.primitivesbykathy.com/box-sign-kids-have-paws-18745,$5.00,883504187459,$4.50
#101273,Box Sign - I'm Not Feeling Very Worky Today,https://wholesale.primitivesbykathy.com/box-sign-im-not-feeling-very-worky-today-101273,$4.00,190134012731,$3.60
#101247,Block Sign - Fa La La La Llama,https://wholesale.primitivesbykathy.com/block-sign-fa-la-la-la-llama-101247,$4.00,190134012472,$3.60
#30390,Stone Coaster Set - Farmhouse,https://wholesale.primitivesbykathy.com/stone-coaster-set-farmhouse-30390,$7.50,883504303903,$6.75
#100222,List Notepad - I Love That You're My Teacher,https://wholesale.primitivesbykathy.com/list-notepad-i-love-that-youre-my-teacher-100222,$1.75,190134002220,$1.57
#100841,Canister Set - Reindeer Treats,https://wholesale.primitivesbykathy.com/canister-set-reindeer-treats-100841,$9.50,190134008413,$8.55
#38050,Socks - Cabin,https://wholesale.primitivesbykathy.com/socks-cabin-38050,$8.50,883504380508,$4.28
#38889,Mini Frame - Together Is A Wonderful Place To Be,https://wholesale.primitivesbykathy.com/mini-frame-together-is-a-wonderful-place-to-be-38889,$3.00,883504388894,$2.70
#31600,Pillow - Blessings,https://wholesale.primitivesbykathy.com/pillow-blessings-31600,$3.50,883504316002,$8.55
#100452,List Notepad - Stay Cozy,https://wholesale.primitivesbykathy.com/list-notepad-stay-cozy-100452,$1.75,190134004521,$1.57
#32707,Snowman Block Countdown,https://wholesale.primitivesbykathy.com/snowman-block-countdown-32707,$8.50,883504327077,$7.65
#100336,Pet Charm - Can't Hold My Licker,https://wholesale.primitivesbykathy.com/pet-charm-cant-hold-my-licker-100336,$3.75,190134003364,$3.38
#100918,List Notepad - Do Not Want To Do List,https://wholesale.primitivesbykathy.com/list-notepad-do-not-want-to-do-list-100918,$1.75,190134009182,$1.57
#39412,Coaster Set - Farm Sweet Farm,https://wholesale.primitivesbykathy.com/coaster-set-farm-sweet-farm-39412,$7.50,883504394123,$6.75
#31097,Box Sign - Exceed The Limits,https://wholesale.primitivesbykathy.com/box-sign-exceed-the-limits-31097,$3.50,883504310970,$3.15
#29039,Photo Block - Verse of Week,https://wholesale.primitivesbykathy.com/photo-block-verse-of-week-29039,$3.50,883504290395,$3.15
#33592,Mouse - Have Yourself A Merry Little Christmas,https://wholesale.primitivesbykathy.com/mouse-have-yourself-a-merry-little-christmas-33592,$4.50,883504335928,$4.05
#34205,Dish Towel - TGIF This Grandma Is Fabulous,https://wholesale.primitivesbykathy.com/dish-towel-tgif-this-grandma-is-fabulous-34205,$4.00,883504342056,$3.60
#22666,Box Sign - Swearing,https://wholesale.primitivesbykathy.com/box-sign-swearing-22666,$5.00,883504226660,$4.50
#38403,Witch Doll,https://wholesale.primitivesbykathy.com/witch-doll-38403,$1.75,883504384032,$11.25
#36381,Block Magnet - Make Your Dreams Happen,https://wholesale.primitivesbykathy.com/block-magnet-make-your-dreams-happen-36381,$5.00,883504363815,$1.57
#35083,Bottle Tag - Just Kidding I Have No Idea,https://wholesale.primitivesbykathy.com/bottle-tag-just-kidding-i-have-no-idea-35083,$1.75,883504350839,$1.57
#39414,List Notepad - Kitchen Closed This Chick's Had It,https://wholesale.primitivesbykathy.com/list-notepad-kitchen-closed-this-chicks-had-it-39414,$1.75,883504394147,$1.57
#32661,Magnet - Montana,https://wholesale.primitivesbykathy.com/magnet-montana-32661,$4.00,883504326612,$0.90
#33724,Box Sign - I Work Hard So Dog My Dog Can Have,https://wholesale.primitivesbykathy.com/box-sign-i-work-hard-so-dog-my-dog-can-have-33724,$5.00,883504337243,$4.50
#37577,Box Sign - Best Beers With Friends,https://wholesale.primitivesbykathy.com/box-sign-best-beers-with-friends-37577,$5.00,883504375771,$4.50
#31907,Large Wooden Spool,https://wholesale.primitivesbykathy.com/large-wooden-spool-31907,$4.00,883504319072,$3.60
#70344,Greeting Card - Give Up Jogging,https://wholesale.primitivesbykathy.com/greeting-card-give-up-jogging-70344,$1.25,883504703444,$1.12
#24677,"Box Sign - Nurse, The Hardest",https://wholesale.primitivesbykathy.com/box-sign-nurse-the-hardest-24677,$4.00,883504246774,$3.60
#36088,List Notepad - Merry Christmas,https://wholesale.primitivesbykathy.com/list-notepad-merry-christmas-36088,$1.75,883504360883,$1.57
#38662,Dish Towel - Nothing Rhymes With Water,https://wholesale.primitivesbykathy.com/dish-towel-nothing-rhymes-with-water-38662,$4.00,883504386623,$3.60
#35782,List Notepad - Paw Prints,https://wholesale.primitivesbykathy.com/list-notepad-paw-prints-35782,$1.75,883504357821,$1.57
#36778,Dish Towel - Messy Kitchen Is A Sign,https://wholesale.primitivesbykathy.com/dish-towel-messy-kitchen-is-a-sign-36778,$4.00,883504367783,$3.60
#30678,Mug - Big Daddy,https://wholesale.primitivesbykathy.com/mug-big-daddy-30678,$6.50,883504306782,$5.85
#19646,Dish Towel - To The Moon,https://wholesale.primitivesbykathy.com/dish-towel-to-the-moon-19646,$4.00,883504196468,$3.60
#100757,Candle Ring - Cotton & Leaves,https://wholesale.primitivesbykathy.com/candle-ring-cotton-leaves-100757,$4.00,190134007577,$5.40
#39420,Pillow - Farmhouse Our Nest,https://wholesale.primitivesbykathy.com/pillow-farmhouse-our-nest-39420,$12.50,883504394208,$11.25
#28342,Mouse - Milo w/Pumpkin,https://wholesale.primitivesbykathy.com/mouse-milo-w-pumpkin-28342,$4.00,883504283427,$3.60
#30443,Box Sign - Beer Crisper,https://wholesale.primitivesbykathy.com/box-sign-beer-crisper-30443,$4.00,883504304436,$3.60
#33737,Trinket Tray - Pretty Little Things,https://wholesale.primitivesbykathy.com/trinket-tray-pretty-little-things-33737,$6.50,883504337373,$4.50
#39447,Socks - Introverts Unite,https://wholesale.primitivesbykathy.com/socks-introverts-unite-39447,$4.75,883504394475,$4.28
#91395,Box Frame - Best Friends,https://wholesale.primitivesbykathy.com/box-frame-best-friends-91395,$7.50,883504913959,$9.00
#32450,Ornament Set - Christmas Cats,https://wholesale.primitivesbykathy.com/ornament-set-christmas-cats-32450,$3.75,883504324502,$3.38
#28665,Box Sign - Plans With My Dog,https://wholesale.primitivesbykathy.com/box-sign-plans-with-my-dog-28665,$3.50,883504286657,$3.15
#25378,Mug - Wine In Here,https://wholesale.primitivesbykathy.com/mug-wine-in-here-25378,$6.50,883504253789,$5.85
#25216,Box Sign - I Teach,https://wholesale.primitivesbykathy.com/box-sign-i-teach-25216,$5.00,883504252164,$4.50
#100721,Dish Towel - America The Beautiful,https://wholesale.primitivesbykathy.com/dish-towel-america-the-beautiful-100721,$7.50,190134007218,$6.75
#101360,Dish Towel - You Will Eat It And You Will Like It,https://wholesale.primitivesbykathy.com/dish-towel-you-will-eat-it-and-you-will-like-it-101360,$4.00,190134013608,$3.60
#35273,Slat Sign - Grateful,https://wholesale.primitivesbykathy.com/slat-sign-grateful-35273,$1.25,883504352734,$2.25
#28062,Dish Towel - Holly Jolly,https://wholesale.primitivesbykathy.com/dish-towel-holly-jolly-28062,$4.00,883504280624,$3.60
#35347,Dish Towel - God Bless The Farmer,https://wholesale.primitivesbykathy.com/dish-towel-god-bless-the-farmer-35347,$4.00,883504353472,$3.60
#27419,Fabric - Cream,https://wholesale.primitivesbykathy.com/fabric-cream-27419,$8.00,883504274197,
#26951,Dish Towel - Silence is Golden,https://wholesale.primitivesbykathy.com/dish-towel-silence-is-golden-26951,$4.00,883504269513,$3.60
#33627,Ornament - Ho Ho Ho,https://wholesale.primitivesbykathy.com/ornament-ho-ho-ho-33627,$1.25,883504336277,$1.12
#35467,Trinket Tray - Beautiful,https://wholesale.primitivesbykathy.com/trinket-tray-beautiful-35467,$4.00,883504354677,$4.50
#30806,Dish Towel - Bday Jesus,https://wholesale.primitivesbykathy.com/dish-towel-bday-jesus-30806,$4.00,883504308069,$3.60
#30411,Mug - There's A Chance This Is Vodka,https://wholesale.primitivesbykathy.com/mug-theres-a-chance-this-is-vodka-30411,$6.50,883504304115,$5.85
#36572,Ornament Set - Trucks,https://wholesale.primitivesbykathy.com/ornament-set-trucks-36572,$5.00,883504365727,$4.50
#100830,Ornament - Merry Christmas,https://wholesale.primitivesbykathy.com/ornament-merry-christmas-100830,$1.50,190134008307,$1.35
#38058,Socks - Papa Bear (If You Read This Ask Mom),https://wholesale.primitivesbykathy.com/socks-papa-bear-if-you-read-this-ask-mom-38058,$4.75,883504380584,$4.28
#35650,Travel Cup - Fantasy Land,https://wholesale.primitivesbykathy.com/travel-cup-fantasy-land-35650,$4.00,883504356503,$4.05
#39188,Market Tote - Dog Can Change Way You See World,https://wholesale.primitivesbykathy.com/market-tote-dog-can-change-way-you-see-world-39188,$4.00,883504391887,$3.60
#25142,Box Sign - Amateur,https://wholesale.primitivesbykathy.com/box-sign-amateur-25142,$8.00,883504251426,$7.20
#101394,Wine Bottle Lights - Twinkle,https://wholesale.primitivesbykathy.com/wine-bottle-lights-twinkle-101394,$6.00,190134013943,
#38655,Dish Towel - Polishing Off Two Bottles Of Wine,https://wholesale.primitivesbykathy.com/dish-towel-polishing-off-two-bottles-of-wine-38655,$4.00,883504386555,$3.60
#39791,Ornament - Buffalo Check Star,https://wholesale.primitivesbykathy.com/ornament-buffalo-check-star-39791,$3.00,883504397919,$2.70
#39751,Mug - Merry Christmas,https://wholesale.primitivesbykathy.com/mug-merry-christmas-39751,$6.50,883504397513,$5.85
#27030,Dish Towel - Only Speaking To My Dog,https://wholesale.primitivesbykathy.com/dish-towel-only-speaking-to-my-dog-27030,$4.00,883504270304,$3.60
#36537,Keychain - Be Kind,https://wholesale.primitivesbykathy.com/keychain-be-kind-36537,$4.50,883504365376,$4.05
#39460,Socks - Santa,https://wholesale.primitivesbykathy.com/socks-santa-39460,$1.25,883504394604,$4.28
#100382,Hanging Decor - Owl Are Welcome,https://wholesale.primitivesbykathy.com/hanging-decor-owl-are-welcome-100382,$4.00,190134003821,$3.60
#39466,Socks - The Tacosaurus Era,https://wholesale.primitivesbykathy.com/socks-the-tacosaurus-era-39466,$4.75,883504394666,$4.28
#70407,Greeting Card - Express,https://wholesale.primitivesbykathy.com/greeting-card-express-70407,$1.25,883504704076,$1.12
#25170,Box Sign - Girlfriends,https://wholesale.primitivesbykathy.com/box-sign-girlfriends-25170,$5.00,883504251709,$4.50
#19415,Box Sign - Outdoorsy,https://wholesale.primitivesbykathy.com/box-sign-outdoorsy-19415,$6.00,883504194150,$5.40
#28485,Box Sign - Mother Comes Out,https://wholesale.primitivesbykathy.com/box-sign-mother-comes-out-28485,$4.00,883504284851,$3.60
#35657,Mug - Mermaids Need Coffee,https://wholesale.primitivesbykathy.com/mug-mermaids-need-coffee-35657,$6.50,883504356572,$5.85
#36610,Socks - Secretly A Mermaid,https://wholesale.primitivesbykathy.com/socks-secretly-a-mermaid-36610,$4.75,883504366106,$4.28
#39248,Dish Towel - Carve Pumpkins Drink Cider Enjoy Fall,https://wholesale.primitivesbykathy.com/dish-towel-carve-pumpkins-drink-cider-enjoy-fall-39248,$2.75,883504392488,$3.60
#100985,Bottle Sock - Love And A Bottle Of Wine,https://wholesale.primitivesbykathy.com/bottle-sock-love-and-a-bottle-of-wine-100985,$2.75,190134009854,$2.48
#72987,Greeting Card - Made A Human I Can't Make Lasagna,https://wholesale.primitivesbykathy.com/greeting-card-made-a-human-i-cant-make-lasagna-72987,$1.25,883504729871,$1.12
#100342,Pet Charm - BFF,https://wholesale.primitivesbykathy.com/pet-charm-bff-100342,$3.75,190134003425,$3.38
#100982,Bottle Sock - Ho Ho Holy I Need A Drink,https://wholesale.primitivesbykathy.com/bottle-sock-ho-ho-holy-i-need-a-drink-100982,$2.75,190134009823,$2.48
#100247,List Notepad - I Love That You're My Dad,https://wholesale.primitivesbykathy.com/list-notepad-i-love-that-youre-my-dad-100247,$3.50,190134002473,$1.57
#100664,Ornament - Give Thanks And Eat Pie,https://wholesale.primitivesbykathy.com/ornament-give-thanks-and-eat-pie-100664,$2.25,190134006648,$2.25
#70287,Greeting Card - Recycle,https://wholesale.primitivesbykathy.com/greeting-card-recycle-70287,$1.25,883504702874,$1.12
#17387,Box Sign - Toilet Paper,https://wholesale.primitivesbykathy.com/box-sign-toilet-paper-17387,$5.00,883504173872,$4.50
#23515,Box Sign - Flip to My Flop,https://wholesale.primitivesbykathy.com/box-sign-flip-to-my-flop-23515,$3.50,883504235150,$3.15
#36709,Mini Easel - Noel,https://wholesale.primitivesbykathy.com/mini-easel-noel-36709,$1.75,883504367097,$3.15
#101104,Ornament - Merry Christmas,https://wholesale.primitivesbykathy.com/ornament-merry-christmas-101104,$2.25,190134011048,$2.02
#21491,Mini Frame - Best Dog,https://wholesale.primitivesbykathy.com/mini-frame-best-dog-21491,$3.00,883504214919,$2.70
#33581,Mouse - Turkey & Pie & Football Oh My!,https://wholesale.primitivesbykathy.com/mouse-turkey-pie-football-oh-my-33581,$5.00,883504335812,$4.05
#37142,Bottle Tag - Size Matters,https://wholesale.primitivesbykathy.com/bottle-tag-size-matters-37142,$1.75,883504371421,$1.57
#100183,List Notepad - OMG My Mother Was Right,https://wholesale.primitivesbykathy.com/list-notepad-omg-my-mother-was-right-100183,$1.75,190134001834,$1.57
#36637,List Notepad - Dia De Las Cervezas,https://wholesale.primitivesbykathy.com/list-notepad-dia-de-las-cervezas-36637,$5.00,883504366373,$1.35
#23505,Box Sign - Aim Will Help,https://wholesale.primitivesbykathy.com/box-sign-aim-will-help-23505,$4.00,883504235051,$3.60
#27491,Magnet Set - Coffee,https://wholesale.primitivesbykathy.com/magnet-set-coffee-27491,$5.00,883504274913,$4.50
#38698,Bottle Sock - Wine Pairs Well With Turkey,https://wholesale.primitivesbykathy.com/bottle-sock-wine-pairs-well-with-turkey-38698,$4.00,883504386982,$2.48
#39219,Coaster Set - Fun & Games,https://wholesale.primitivesbykathy.com/coaster-set-fun-games-39219,$7.50,883504392198,$6.75
#33937,Dish Towel - Dog President,https://wholesale.primitivesbykathy.com/dish-towel-dog-president-33937,$4.00,883504339377,$3.60
#101103,Ornament - Joy,https://wholesale.primitivesbykathy.com/ornament-joy-101103,$1.25,190134011031,$2.02
#39433,Socks - Always a Fighter,https://wholesale.primitivesbykathy.com/socks-always-a-fighter-39433,$4.75,883504394338,$4.28
#100443,Block Sign - One Kind Word Can Warm Winter,https://wholesale.primitivesbykathy.com/block-sign-one-kind-word-can-warm-winter-100443,$4.50,190134004439,$4.05
#34056,Stitched Block - be.YOU.tiful,https://wholesale.primitivesbykathy.com/stitched-block-be-you-tiful-34056,$4.75,883504340564,$2.48
#25152,Box Sign - No Coffee No Workee,https://wholesale.primitivesbykathy.com/box-sign-no-coffee-no-workee-25152,$4.00,883504251525,$3.60
#70443,Greeting Card - Make Love,https://wholesale.primitivesbykathy.com/greeting-card-make-love-70443,$1.25,883504704434,$1.12
#36257,Socks - Boss Lady,https://wholesale.primitivesbykathy.com/socks-boss-lady-36257,$4.75,883504362573,$4.28
#38409,Witch Head Pick,https://wholesale.primitivesbykathy.com/witch-head-pick-38409,$3.75,883504384094,$3.60
#36692,Bottle Tag - Wild & Free,https://wholesale.primitivesbykathy.com/bottle-tag-wild-free-36692,$3.75,883504366922,$1.35
#29175,"Mirror Ornament - 1.50"" Square",https://wholesale.primitivesbykathy.com/mirror-ornament-1-50-square-29175,$3.75,883504291750,$2.70
#38518,Dish Towel - Sometimes I Open My Mouth,https://wholesale.primitivesbykathy.com/dish-towel-sometimes-i-open-my-mouth-38518,$4.00,883504385183,$3.60
#36635,Mini Easel - Pumpkins With Attitude,https://wholesale.primitivesbykathy.com/mini-easel-pumpkins-with-attitude-36635,$3.75,883504366359,$3.15
#100346,Pet Charm - Diva,https://wholesale.primitivesbykathy.com/pet-charm-diva-100346,$3.75,190134003463,$3.38
#39347,List Notepad - Eat Drink & Wear Stretchy Pants,https://wholesale.primitivesbykathy.com/list-notepad-eat-drink-wear-stretchy-pants-39347,$3.75,883504393478,$1.57
#100817,Dish Towel - Dead And Breakfast Inn,https://wholesale.primitivesbykathy.com/dish-towel-dead-and-breakfast-inn-100817,$1.25,190134008178,$3.60
#100283,Dish Towel - Not Hoarding If Stuff Is Cool,https://wholesale.primitivesbykathy.com/dish-towel-not-hoarding-if-stuff-is-cool-100283,$4.00,190134002831,$3.60
#70458,Greeting Card - Everything is made,https://wholesale.primitivesbykathy.com/greeting-card-everything-is-made-70458,$1.25,883504704588,$1.12
#34443,Ornament - Feather,https://wholesale.primitivesbykathy.com/ornament-feather-34443,$4.00,883504344432,$1.57
#70413,Greeting Card - You Got This,https://wholesale.primitivesbykathy.com/greeting-card-you-got-this-70413,$1.25,883504704137,$1.12
#36776,Dish Towel - Bless The Food Before Us,https://wholesale.primitivesbykathy.com/dish-towel-bless-the-food-before-us-36776,$4.00,883504367769,$3.60
#26864,Dish Towel - All You Need A Good Cup Of Coffee,https://wholesale.primitivesbykathy.com/dish-towel-all-you-need-a-good-cup-of-coffee-26864,$4.00,883504268646,$3.60
#24244,Dish Towel - Give Thanks,https://wholesale.primitivesbykathy.com/dish-towel-give-thanks-24244,$1.25,883504242448,$3.60
#70447,Greeting Card - We Don't Slur,https://wholesale.primitivesbykathy.com/greeting-card-we-dont-slur-70447,$1.25,883504704472,$1.12
#30107,Dish Towel - Opion Is Not Part Of The Recipe,https://wholesale.primitivesbykathy.com/dish-towel-opion-is-not-part-of-the-recipe-30107,$4.00,883504301077,$3.60
#35704,Lg Notebook Set - Mermaid,https://wholesale.primitivesbykathy.com/lg-notebook-set-mermaid-35704,$4.00,883504357043,$3.60
#33198,Dish Towel - Cat Mom,https://wholesale.primitivesbykathy.com/dish-towel-cat-mom-33198,$4.00,883504331982,$3.60
#36479,Stitched Block - I Teach What's your Superpower,https://wholesale.primitivesbykathy.com/stitched-block-i-teach-whats-your-superpower-36479,$2.75,883504364799,$2.48
#100504,Ornament - Christmas Yorkie,https://wholesale.primitivesbykathy.com/ornament-christmas-yorkie-100504,$2.50,190134005047,$2.25
#37983,Enamel Pin - Then Be A Unicorn,https://wholesale.primitivesbykathy.com/enamel-pin-then-be-a-unicorn-37983,$3.75,883504379830,$3.38
#36261,Socks - Majestically Awkward,https://wholesale.primitivesbykathy.com/socks-majestically-awkward-36261,$4.75,883504362610,$4.28
#32072,Witchy Mouse,https://wholesale.primitivesbykathy.com/witchy-mouse-32072,$4.75,883504320726,$3.60
#39275,Hanging Sign - Gather,https://wholesale.primitivesbykathy.com/hanging-sign-gather-39275,$4.00,883504392754,$2.70
#39477,Socks - Drink Wine In Our Yoga Pants,https://wholesale.primitivesbykathy.com/socks-drink-wine-in-our-yoga-pants-39477,$4.75,883504394772,$4.28
#70441,Greeting Card - Lemons,https://wholesale.primitivesbykathy.com/greeting-card-lemons-70441,$1.25,883504704410,$1.12
#29372,Mica Snow,https://wholesale.primitivesbykathy.com/mica-snow-29372,$3.50,883504293723,$3.15
#100631,"Ornament - Dear Santa, Didn't Know I Couldn't",https://wholesale.primitivesbykathy.com/ornament-dear-santa-didnt-know-i-couldnt-100631,$4.50,190134006310,$4.05
#70478,Greeting Card - I'm not fat,https://wholesale.primitivesbykathy.com/greeting-card-im-not-fat-70478,$1.25,883504704786,$1.12
#36389,Block Magnet - Follow Your Dreams,https://wholesale.primitivesbykathy.com/block-magnet-follow-your-dreams-36389,$4.00,883504363891,$1.57
#26968,Dish Towel - Mason Jars,https://wholesale.primitivesbykathy.com/dish-towel-mason-jars-26968,$4.00,883504269681,$3.60
#39467,Socks - Talked To People Today,https://wholesale.primitivesbykathy.com/socks-talked-to-people-today-39467,$4.75,883504394673,$4.28
#100862,Dish Towel - Gather Here With Grateful Hearts,https://wholesale.primitivesbykathy.com/dish-towel-gather-here-with-grateful-hearts-100862,$1.25,190134008628,$6.75
#39239,Dish Towel - Pumpkin Spice And Everything Nice,https://wholesale.primitivesbykathy.com/dish-towel-pumpkin-spice-and-everything-nice-39239,$2.75,883504392396,$3.60
#72941,Greeting Card - Mommy Needed A Time Out With Wine,https://wholesale.primitivesbykathy.com/greeting-card-mommy-needed-a-time-out-with-wine-72941,$1.25,883504729413,$1.12
#39331,Sitter - Farm Fresh Pumpkins,https://wholesale.primitivesbykathy.com/sitter-farm-fresh-pumpkins-39331,$2.75,883504393317,$3.60
#100980,Bottle Sock - Don't Let Friends Go Thirsty,https://wholesale.primitivesbykathy.com/bottle-sock-dont-let-friends-go-thirsty-100980,$2.75,190134009809,$2.48
#72940,Greeting Card - Liar's Pants Don't Catch On Fire,https://wholesale.primitivesbykathy.com/greeting-card-liars-pants-dont-catch-on-fire-72940,$1.25,883504729406,$1.12
#25361,Stand-Up - Chevron Pumpkin,https://wholesale.primitivesbykathy.com/stand-up-chevron-pumpkin-25361,$1.25,883504253611,$4.50
#31074,Box Sign - Squats Shots,https://wholesale.primitivesbykathy.com/box-sign-squats-shots-31074,$4.00,883504310741,$3.60
#29178,"Mirror Ornament - 0.50"" x 4""",https://wholesale.primitivesbykathy.com/mirror-ornament-0-50-x-4-29178,$4.00,883504291781,$3.60
#39665,Ornament - Baby It's Cold Outside,https://wholesale.primitivesbykathy.com/ornament-baby-its-cold-outside-39665,$1.50,883504396653,$1.35
#39291,Velvet Pillow - Thankful & Blessed,https://wholesale.primitivesbykathy.com/velvet-pillow-thankful-blessed-39291,$4.00,883504392914,$14.85
#31707,Dish Towel - Thanks & Giving,https://wholesale.primitivesbykathy.com/dish-towel-thanks-giving-31707,$4.00,883504317078,$3.60
#38517,Dish Towel - OMG My Mother Was Right,https://wholesale.primitivesbykathy.com/dish-towel-omg-my-mother-was-right-38517,$4.00,883504385176,$3.60
#35351,Dish Towel - If You Ate Today Thank A Farmer,https://wholesale.primitivesbykathy.com/dish-towel-if-you-ate-today-thank-a-farmer-35351,$4.00,883504353519,$3.60
#57551,Dish Towel - More Wine,https://wholesale.primitivesbykathy.com/dish-towel-more-wine-57551,$4.00,883504575515,$3.60
#39456,Socks - Plant Mom Grow Damn It,https://wholesale.primitivesbykathy.com/socks-plant-mom-grow-damn-it-39456,$1.75,883504394567,$4.28
#100054,Dish Towel - Cocktail Swap,https://wholesale.primitivesbykathy.com/dish-towel-cocktail-swap-100054,$1.75,190134000547,$4.28
#38051,Socks - Dam Girl,https://wholesale.primitivesbykathy.com/socks-dam-girl-38051,$4.75,883504380515,$4.28
#39462,Socks - Snowman,https://wholesale.primitivesbykathy.com/socks-snowman-39462,$4.75,883504394628,$4.28
#37861,Stitched Block - Pray More,https://wholesale.primitivesbykathy.com/stitched-block-pray-more-37861,$2.75,883504378611,$2.48
#100902,List Notepad - No Prob-llama,https://wholesale.primitivesbykathy.com/list-notepad-no-prob-llama-100902,$1.75,190134009021,$1.57
#39880,List Notepad - Adventure Awaits,https://wholesale.primitivesbykathy.com/list-notepad-adventure-awaits-39880,$1.75,883504398800,$1.57
#18895,Box Sign - TGIF Grandma,https://wholesale.primitivesbykathy.com/box-sign-tgif-grandma-18895,$3.50,883504188951,$3.15
#16339,Box Sign - To The Moon And Back,https://wholesale.primitivesbykathy.com/box-sign-to-the-moon-and-back-16339,$4.00,883504163392,$3.60
#25156,Box Sign - Kneel,https://wholesale.primitivesbykathy.com/box-sign-kneel-25156,$4.00,883504251563,$3.60
#28457,Box Sign - Drink Wine,https://wholesale.primitivesbykathy.com/box-sign-drink-wine-28457,$6.00,883504284578,$5.40
#35007,Ornament - Currents,https://wholesale.primitivesbykathy.com/ornament-currents-35007,$6.50,883504350075,$1.57
#28559,Mug - Coffee Keeps,https://wholesale.primitivesbykathy.com/mug-coffee-keeps-28559,$6.50,883504285599,$5.85
#26964,Dish Towel - Home Sweet Apartment,https://wholesale.primitivesbykathy.com/dish-towel-home-sweet-apartment-26964,$6.00,883504269643,$3.60
#35770,List Notepad - Let's Stay Home And Cuddle,https://wholesale.primitivesbykathy.com/list-notepad-lets-stay-home-and-cuddle-35770,$6.50,883504357708,$1.57
#100811,Chunky Sitter - Sweet Haunted Home,https://wholesale.primitivesbykathy.com/chunky-sitter-sweet-haunted-home-100811,$6.50,190134008116,$4.50
#39242,Hinged Box - I Am Grateful For...,https://wholesale.primitivesbykathy.com/hinged-box-i-am-grateful-for-39242,$2.75,883504392426,$4.95
#23028,Wooden Postcard - Your Life,https://wholesale.primitivesbykathy.com/wooden-postcard-your-life-23028,$1.75,883504230285,$1.57
#25538,Dish Towel - But I Can't Find Any Bacon Seeds,https://wholesale.primitivesbykathy.com/dish-towel-but-i-cant-find-any-bacon-seeds-25538,$4.00,883504255387,$3.60
#19052,Ornament - Skinny Snowman,https://wholesale.primitivesbykathy.com/ornament-skinny-snowman-19052,$7.50,883504190527,$6.75
#36935,Dish Towel - Ho Ho Holy,https://wholesale.primitivesbykathy.com/dish-towel-ho-ho-holy-36935,$4.00,883504369350,$3.60
#39838,Dish Towel - O Come Let Us Adore Him,https://wholesale.primitivesbykathy.com/dish-towel-o-come-let-us-adore-him-39838,$4.00,883504398381,$3.60
